3306 148
2002 1222
2898 618
3457 932
1140 2988
260 3245
1958 3970
788 1566
2711 3839
609 2855
284 3642
2919 3043
392 1396
765 737
3373 2623
3476 3147
3265 3622
3757 1603
1388 1569
3194 3690
925 3157
310 2647
3387 112
2648 925
3350 620
1085 2392
2236 891
3473 254
3179 2882
348 15
2539 177
3681 1551
3202 1731
3925 128
3634 2594
192 1526
3776 1087
672 3310
228 3212
235 640
825 1963
3103 2501
434 3765
2661 2666
1916 1588
2142 1541
1234 2754
3844 134
3511 3471
525 1420
1904 2999
771 1470
2013 207
2215 2899
1898 3309
3300 479
2025 56
1021 889
2048 2094
2749 2590
3954 2429
2008 2050
2071 3021
1279 1141
3008 1856
361 1664
1413 2448
1611 3636
77 1838
2020 2699
2957 1829
236 3354
3601 1590
3025 1417
662 3319
1704 2980
294 2822
779 2217
3426 3235
3254 100
3439 3284
2196 1929
273 2403
3225 1588
3504 3880
3022 653
3593 888
395 463
1117 344
970 1753
1906 1340
1105 934
1469 3463
1565 1663
526 2883
3025 2660
1240 1058
2372 3117
3696 2843
3354 800
2554 2868
2232 2047
3088 3400
781 3915
442 1411
3953 3246
940 3144
3248 2897
3011 3052
3494 471
1548 3428
2437 2819
2863 597
2234 2725
2127 880
3953 2401
3933 2584
2689 189
1231 1332
3359 114
2023 2954
2446 3724
404 3489
2191 3159
3731 1516
2590 2711
1041 1321
2165 779
809 3439
3547 3578
8 2942
27 3944
169 2563
2117 605
839 3106
3354 3827
1363 1912
1558 1628
1998 1412
3116 246
99 1755
3442 920
25 2266
765 2124
3581 2296
1675 3597
2577 1812
2586 1582
1437 3074
3014 2941
2427 1109
3600 2863
3639 819
3094 2821
2111 1322
2884 157
384 1269
2048 1728
1330 3858
1199 1513
1820 2375
1213 575
715 1093
1574 948
1822 653
288 2766
3793 1108
397 3368
1693 2654
2829 380
3571 729
1555 1610
1405 3907
3206 763
2490 1159
206 3449
1137 617
1021 329
410 391
1098 1995
2277 2
3686 1536
445 268
3443 1493
3653 2879
2734 2076
550 3347
241 2351
3062 1802
2300 3270
3518 2459
523 1932
1079 472
2818 1477
3127 1639
1196 3373
1806 3635
1313 630
2160 3092
841 775
540 230
3694 3446
1093 3578
2503 1217
949 3127
468 1798
1933 1798
3991 522
3943 765
3128 2445
3266 1511
3205 277
1402 1235
1629 1098
3285 3179
2612 2519
3499 1668
3775 3183
2444 2349
1858 3919
1258 991
2190 3404
3803 853
3459 2534
671 3029
397 2741
1558 694
3160 2426
1335 3917
3001 1337
3841 3297
3303 222
505 1170
1249 1618
925 2554
248 3896
3096 3169
51 1479
2705 2485
2673 2566
2446 1325
772 2388
3757 2198
3369 2731
3171 366
2206 3393
2393 1781
859 2007
2625 2127
3233 931
2930 2769
3849 411
1443 2029
697 3155
2754 1940
2257 1157
692 1627
2284 2244
2866 2926
1532 1725
943 1514
1623 2794
3039 1741
1041 1204
1685 1604
843 2357
2972 3042
134 3250
366 428
1392 245
632 1798
2723 2148
3298 1674
1825 36
704 632
1921 1153
370 2547
3911 2727
3717 174
1871 1091
540 3984
3611 2960
3701 3777
2575 3694
3055 909
420 1190
3372 3244
39 2629
2049 2246
1975 1742
401 393
1253 3675
1443 1435
2235 3181
2114 1342
232 105
3344 1815
1080 720
3378 1814
2423 3418
3647 1956
3028 2739
101 756
3578 2033
2147 1798
2823 3633
2926 1481
2663 1700
3708 196
1976 3968
2390 156
3210 3307
2954 2237
2669 2664
1395 1002
639 916
3380 3970
2187 811
118 804
3237 1665
2491 2631
2092 708
3636 2615
3558 3047
124 2229
364 1595
1250 3156
81 222
3253 2064
2006 415
3896 1267
3749 1877
3354 782
1165 212
403 2956
2670 2533
510 2271
1994 1847
2171 945
3424 3932
1738 2693
2316 2204
1801 2487
3289 3569
3165 2413
3714 3854
2594 2277
1729 2971
3170 401
1704 146
419 3289
2144 2771
246 1412
3429 842
529 3759
567 3323
3540 820
2858 3324
2457 3453
2617 1588
697 3888
1990 3462
516 2695
152 113
3983 1040
3426 1139
1766 3928
1320 813
317 1766
1737 306
2871 988
1136 1459
2739 1206
2704 3795
435 49
3690 3323
1854 1106
2656 3425
748 374
2913 2629
1953 94
1093 1735
3499 1911
2350 1569
560 3367
722 278
1798 111
938 871
2818 3520
3407 1097
345 1074
2422 2839
452 2275
2475 2563
3631 686
3861 1096
2553 2410
2702 975
901 3666
1917 3351
1833 3222
1685 694
2513 3661
3090 533
2438 947
893 3859
1143 1687
2099 1046
3255 2471
1940 174
1665 1324
3409 366
3364 2872
3479 1616
2065 3637
3482 109
2330 3416
2283 1328
3315 1925
1757 1870
2308 700
1238 3020
2260 1830
3331 574
1263 3114
833 1546
1852 2040
1767 3239
1310 2606
2360 839
557 2461
3167 2598
609 1507
3209 533
2984 1779
3618 692
3612 2803
1807 784
38 3980
459 2902
705 1166
190 1191
3764 3260
3937 1017
2439 227
1936 1188
560 2909
2967 3025
461 64
2353 2619
171 3554
2618 3374
1451 3320
3343 1943
2178 2916
3356 1043
3439 1267
3337 2902
1367 3983
2690 3076
292 450
3592 2717
967 407
2737 2708
3836 1090
2778 2051
2068 1294
3115 3353
2364 1771
708 1083
3171 2716
3526 2530
1214 3034
1502 1456
2340 1114
3092 1433
210 1689
1616 3439
3159 3232
98 3752
2744 3924
2871 1873
3400 1668
3067 2362
3257 3175
1809 1035
1412 3157
2381 1421
114 2584
1596 3088
1254 2074
3249 3653
1294 1359
2083 2442
1787 283
338 3246
1515 3711
2198 2894
2514 608
3210 1966
3184 1049
1438 60
2588 1534
2878 1973
2773 1846
857 3607
2951 1002
3624 3337
22 3014
1473 3488
2730 1043
3691 1436
1102 3496
1570 1071
2791 1795
843 3968
2696 3166
536 1284
1203 3390
1288 3024
2267 2611
374 2272
1128 1031
68 3150
2960 3271
2272 129
1331 2454
2465 3284
1556 3217
308 3367
3785 1990
3074 2627
2530 3921
3116 3235
1357 3892
2243 3120
1432 1389
1856 1022
3072 1131
2830 762
2845 3107
370 2706
1488 2067
2028 2194
3840 2067
962 449
565 3122
2404 3007
3035 1136
1418 2822
3012 3432
919 74
3376 3495
2395 3355
3767 475
1383 3470
1842 2484
57 3974
3962 12
3141 2960
3112 2843
3083 1581
3842 3551
2259 1763
3402 1599
422 271
26 1997
3173 3631
944 499
399 2329
3984 3292
3145 1983
3906 2228
3371 2032
1591 2634
3851 3293
2732 3038
3981 2080
742 2390
3041 3934
3361 1903
2188 769
2352 3239
1388 1242
1002 2554
524 1377
3904 776
1969 447
3029 2179
3047 630
3526 628
1956 3460
3086 2250
979 1454
2245 1097
2791 265
2251 2427
522 683
1944 3451
1832 3372
1411 3347
2095 1228
109 3065
1328 3707
2201 1309
3406 2142
2115 2795
3583 2041
2778 3377
945 2837
2640 1835
1309 420
267 238
930 208
45 1056
1757 3732
3905 2424
2602 3921
2024 3175
2830 3733
1212 1778
1340 443
707 2418
1724 2613
1596 3793
1657 3195
255 3710
1082 2957
3123 2899
1692 1415
1154 40
218 1588
1299 3541
1174 250
2299 651
2592 389
357 3391
2121 2794
2111 3658
2088 672
3352 1311
510 2944
1419 1458
3753 1458
19 3474
78 1643
842 2536
3493 321
1602 484
1854 1821
3043 2559
865 1660
3278 2621
819 1162
1983 634
1138 2100
3106 1433
3070 3515
3512 2753
1335 2441
1719 3466
2097 2719
3037 771
3008 3160
821 1150
437 2664
